id,sepal_length,sepal_width,petal_length,petal_width,redundancy
3371,5.95,3.0,4.94,2.21,0
3372,5.46,3.98,1.5,0.21,0
3373,5.47,3.67,1.65,0.22,0
3374,5.07,3.41,1.09,0.41,0
3375,5.06,3.48,1.81,0.27,0
3376,5.27,3.15,1.47,0.16,0
3377,5.32,2.58,1.23,0.23,0
3378,5.35,3.27,1.61,0.27,0
3379,5.07,3.5,1.49,0.32,0
3380,4.96,3.12,1.33,0.21,0
3381,4.58,3.82,1.62,0.29,0
3382,5.9,3.23,3.38,1.05,0
3383,5.41,3.39,4.59,1.07,0
3384,5.83,2.74,3.81,1.25,0
3385,5.72,2.82,4.39,1.32,0
3386,4.93,2.55,4.9,1.3,0
3387,6.03,3.18,3.49,1.28,0
3388,5.22,3.11,4.41,1.4,0
3389,6.19,2.65,4.19,1.4,0
3390,6.32,2.56,3.3,1.3,0
3391,5.24,3.03,4.34,1.3,0
3392,6.5,2.64,3.86,1.4,0
3393,5.77,2.91,3.54,1.32,0
3394,6.41,2.38,5.09,1.79,0
3395,5.84,3.17,6.28,2.19,0
3396,6.62,3.32,5.89,1.41,0
3397,7.16,2.87,4.7,2.03,0
3398,6.58,3.14,5.38,2.05,0
3399,7.14,3.58,5.33,2.3,0
3400,6.55,2.55,4.78,2.25,0
3401,7.51,3.45,5.64,2.21,0
3402,4.94,3.66,1.34,0.12,0
3403,4.93,3.0,1.2,0.34,0
3404,4.67,2.74,1.43,0.22,0
3405,4.43,3.74,1.51,0.21,0
3406,5.04,4.03,1.05,0.36,0
3407,5.08,2.79,1.66,0.38,0
3408,5.16,3.34,1.5,0.24,0
3409,5.1,3.13,1.48,0.22,0
3410,4.31,3.65,1.29,0.34,0
3411,4.88,2.71,4.57,1.19,0
3412,5.42,2.6,4.84,1.5,0
3413,5.46,2.22,4.7,1.3,0
3414,6.23,3.17,4.08,1.16,0
3415,6.07,2.73,4.12,1.54,0
3416,4.96,2.64,4.41,1.01,0
3417,7.04,2.65,3.82,1.21,0
3418,5.84,3.04,4.34,1.64,0
3419,5.59,2.57,4.56,1.4,0
3420,6.28,2.95,3.87,1.23,0
3421,5.62,3.31,5.54,1.91,0
3422,4.87,3.07,5.63,2.13,0
3423,7.08,2.88,5.49,1.64,0
3424,6.15,2.98,4.33,1.9,0
3425,6.61,3.06,6.24,1.71,0
3426,5.66,2.3,5.01,1.86,0
3427,7.65,3.21,6.5,2.26,0
3428,6.33,3.12,5.88,1.95,0
3429,4.8,3.38,1.36,0.26,0
3430,4.77,3.59,1.49,0.38,0
3431,5.1,3.29,1.66,0.26,0
3432,5.66,3.2,1.35,0.12,0
3433,5.25,3.51,1.36,0.13,0
3434,5.09,3.74,1.19,0.18,0
3435,5.31,3.74,1.34,0.23,0
3436,4.66,3.4,1.48,0.2,0
3437,6.05,2.04,3.25,0.99,0
3438,5.4,2.8,3.22,1.38,0
3439,5.74,2.28,3.36,1.27,0
3440,6.22,3.08,4.18,1.48,0
3441,5.79,2.51,4.14,1.21,0
3442,6.43,2.14,4.03,1.22,0
3443,5.47,2.95,3.94,1.88,0
3444,5.61,2.85,4.69,1.15,0
3445,6.09,3.31,5.52,1.99,0
3446,7.63,3.4,6.37,2.32,0
3447,6.19,2.15,4.38,1.64,0
3448,6.62,3.23,5.98,1.85,0
3449,6.71,3.18,4.75,2.39,0
3450,6.41,3.21,5.26,2.3,0
3451,7.25,2.39,6.24,1.8,0
3452,5.72,2.73,5.23,1.93,0
3453,4.74,3.24,1.63,0.34,0
3454,5.51,3.62,1.55,0.1,0
3455,5.14,2.83,1.66,0.15,0
3456,5.09,3.56,1.66,0.22,0
3457,5.26,3.39,1.36,0.37,0
3458,5.24,3.03,1.62,0.24,0
3459,5.38,3.2,1.73,0.38,0
3460,5.15,3.36,1.67,0.18,0
3461,5.39,2.96,1.51,0.37,0
3462,4.73,3.09,1.35,-0.0,0
3463,4.81,3.59,0.94,0.31,0
3464,4.86,3.82,1.44,0.19,0
3465,6.2,2.92,4.55,1.38,0
3466,5.82,2.26,3.55,1.03,0
3467,6.55,2.53,3.55,1.62,0
3468,5.59,2.56,3.86,1.37,0
3469,6.31,2.86,4.4,1.18,0
3470,6.34,3.23,4.57,1.66,0
3471,6.4,2.68,3.44,1.32,0
3472,5.7,3.05,4.4,1.02,0
3473,6.83,3.08,4.12,2.77,0
3474,5.49,2.63,6.07,2.34,0
3475,6.23,2.92,5.36,2.35,0
3476,5.78,3.06,5.95,2.0,0
3477,7.13,3.19,6.01,1.86,0
3478,6.11,2.99,5.72,1.86,0
3479,5.77,3.08,5.59,2.07,0
3480,6.06,3.68,5.26,2.21,0
3481,5.05,3.53,1.56,0.26,0
3482,5.04,3.37,1.18,0.13,0
3483,4.54,4.14,1.64,0.16,0
3484,5.54,3.62,1.61,0.21,0
3485,5.26,3.52,1.34,0.17,0
3486,4.81,3.59,1.59,0.13,0
3487,5.08,3.34,1.5,0.43,0
3488,5.03,3.59,1.28,0.44,0
3489,5.23,3.7,1.24,0.09,0
3490,5.04,3.68,1.56,0.24,0
3491,5.66,3.71,1.15,0.4,0
3492,5.37,3.22,1.72,0.3,0
3493,5.78,2.87,4.34,1.27,0
3494,5.58,2.6,4.11,1.39,0
3495,5.84,2.99,3.96,1.11,0
3496,6.2,3.16,4.49,1.22,0
3497,5.62,2.73,4.02,1.11,0
3498,5.52,2.88,3.95,0.84,0
3499,6.41,2.37,4.36,0.81,0
3500,6.41,3.27,4.47,1.39,0
3501,5.63,3.33,4.13,1.34,0
3502,5.94,2.15,4.09,1.42,0
3503,5.75,2.46,4.22,1.21,0
3504,5.64,2.77,6.06,1.48,0
3505,7.18,2.97,6.03,1.91,0
3506,7.13,3.31,5.0,2.19,0
3507,6.81,3.15,5.19,1.95,0
3508,7.12,2.38,5.11,1.89,0
3509,6.35,2.7,4.67,2.11,0
3510,7.32,3.0,6.48,1.67,0
3511,6.6,3.05,5.58,2.18,0
3512,7.17,3.34,5.77,2.33,0
3513,4.34,3.39,1.5,0.26,0
3514,5.46,4.04,1.53,0.23,0
3515,5.57,2.84,1.47,0.3,0
3516,4.65,3.83,1.54,0.27,0
3517,5.18,3.28,1.61,0.13,0
3518,4.89,3.22,1.3,0.21,0
3519,4.61,3.48,1.47,0.22,0
3520,5.15,2.81,1.33,0.31,0
3521,6.52,3.0,4.34,1.19,0
3522,5.63,2.99,4.08,1.11,0
3523,5.68,3.51,5.08,1.52,0
3524,6.48,3.27,4.79,1.69,0
3525,5.57,2.77,4.04,1.27,0
3526,5.59,3.27,4.09,1.85,0
3527,6.53,2.77,4.23,1.34,0
3528,5.41,2.67,4.06,1.41,0
3529,5.47,3.12,3.54,1.31,0
3530,5.83,2.25,3.79,1.18,0
3531,5.8,2.67,4.43,1.42,0
3532,5.63,3.05,4.31,1.32,0
3533,6.65,3.17,4.93,1.99,0
3534,5.69,3.46,6.85,2.0,0
3535,6.48,2.94,6.68,2.24,0
3536,6.93,2.99,5.52,2.8,0
3537,6.09,2.66,6.27,2.01,0
3538,6.66,2.88,5.83,2.46,0
3539,8.52,2.38,6.14,2.23,0
3540,6.39,3.14,6.18,2.01,0
3541,6.41,3.24,5.41,2.16,0
3542,6.35,2.77,5.08,1.98,0
3543,6.18,3.01,6.01,2.58,0
3544,6.51,2.92,5.35,2.22,0
3545,5.49,2.78,1.02,0.1,0
3546,5.25,3.76,1.6,0.09,0
3547,5.41,4.11,1.46,0.24,0
3548,5.53,3.33,1.39,0.16,0
3549,4.85,3.4,1.64,0.29,0
3550,4.39,3.27,1.48,0.01,0
3551,4.92,3.66,1.21,0.08,0
3552,4.89,4.11,1.39,0.24,0
3553,5.27,3.4,1.56,0.27,0
3554,5.12,3.36,1.39,0.07,0
3555,4.79,3.17,1.44,0.26,0
3556,6.18,2.36,5.0,1.34,0
3557,7.11,2.93,4.69,1.62,0
3558,6.42,2.17,3.68,1.23,0
3559,5.81,2.51,4.19,1.49,0
3560,6.06,2.7,4.48,1.35,0
3561,5.13,2.72,3.66,1.19,0
3562,6.78,2.69,3.97,1.2,0
3563,5.36,3.13,4.07,1.59,0
3564,4.56,2.5,3.9,1.2,0
3565,6.05,2.94,5.01,1.31,0
3566,4.72,2.86,4.09,1.24,0
3567,6.63,2.68,5.58,1.85,0
3568,6.22,2.49,6.11,2.58,0
3569,5.08,2.67,4.87,2.09,0
3570,7.24,3.6,5.99,1.99,0
3571,6.45,2.34,5.04,2.49,0
3572,7.39,2.87,6.32,1.8,0
3573,6.42,2.75,4.82,1.92,0
3574,7.12,3.09,4.97,1.95,0
3575,6.97,3.07,5.5,1.56,0
3576,6.91,3.23,5.98,1.99,0
